variable,type,value,unit,low,high,role,stage,active,source,descriptor__<r^2>,descriptor__<r^2>-atom0,descriptor__<r^2>-atom1,descriptor__A,descriptor__AN,descriptor__B,descriptor__Bond_dipole_bond0,descriptor__Chem_potential,descriptor__Cond_Fukui+_atom0,descriptor__Cond_Fukui+_atom1,descriptor__Cond_Fukui-_atom0,descriptor__Cond_Fukui-_atom1,descriptor__Cond_Fukui0_atom0,descriptor__Cond_Fukui0_atom1,descriptor__Cond_dual_desc_atom0,descriptor__Cond_dual_desc_atom1,descriptor__Cond_electro_idx_atom0,descriptor__Cond_electro_idx_atom1,descriptor__Cond_nucleo_idx_atom0,descriptor__Cond_nucleo_idx_atom1,descriptor__Cond_softness+_atom0,descriptor__Cond_softness+_atom1,descriptor__Cond_softness-_atom0,descriptor__Cond_softness-_atom1,descriptor__Cond_softness0_atom0,descriptor__Cond_softness0_atom1,descriptor__DI,descriptor__DN,descriptor__ES,descriptor__ET,descriptor__E_ox_potential,descriptor__E_red_potential,descriptor__Elec_hardness,descriptor__Elec_softness,descriptor__Electro_idx,descriptor__Fuzzy_bond_order_bond0,descriptor__HOMO_LUMO_energy_gap,descriptor__HOMO_ODI,descriptor__HOMO_ODI-atom0,descriptor__HOMO_ODI-atom1,descriptor__HOMO_energy,descriptor__Hirshfeld_atom0,descriptor__Hirshfeld_atom1,descriptor__LUMO_ODI,descriptor__LUMO_ODI-atom0,descriptor__LUMO_ODI-atom1,descriptor__LUMO_energy,descriptor__Laplacian_bond_order_bond0,descriptor__MPI,descriptor__Mayer_bond_order_bond0,descriptor__Molecular_ES_radius_max,descriptor__Molecular_ES_radius_min,descriptor__Molecular_all_surface_area,descriptor__Molecular_height,descriptor__Molecular_length,descriptor__Molecular_sphericity,descriptor__Molecular_volumn,descriptor__Molecular_widht,descriptor__Mulliken_Chi,descriptor__Mulliken_bond_order_bond0,descriptor__Nucleo_idx,descriptor__Relative_electro_idx_atom0,descriptor__Relative_electro_idx_atom1,descriptor__Relative_nucleo_idx_atom0,descriptor__Relative_nucleo_idx_atom1,descriptor__SA,descriptor__SB,descriptor__SPP,descriptor__VEA,descriptor__VIP,descriptor__Wiberg_bond_order_bond0,descriptor__area_nSurface,descriptor__area_pSurface,descriptor__aver_ALIE,descriptor__aver_ESP_atom0,descriptor__aver_ESP_atom1,descriptor__aver_LEA,descriptor__aver_LEAE,descriptor__aver_nESP,descriptor__aver_oESP,descriptor__aver_pESP,descriptor__bond_0,descriptor__char_balance,descriptor__charge_ADCH-atom0,descriptor__charge_ADCH-atom1,descriptor__charge_Becke-atom0,descriptor__charge_Becke-atom1,descriptor__charge_CHELPG-ESP-atom0,descriptor__charge_CHELPG-ESP-atom1,descriptor__charge_CM5-atom0,descriptor__charge_CM5-atom1,descriptor__charge_Hirshfeld-atom0,descriptor__charge_Hirshfeld-atom1,descriptor__charge_MK-ESP-atom0,descriptor__charge_MK-ESP-atom1,descriptor__charge_Modified_Mulliken_by_Bickelhaupt-atom0,descriptor__charge_Modified_Mulliken_by_Bickelhaupt-atom1,descriptor__charge_Mulliken-atom0,descriptor__charge_Mulliken-atom1,descriptor__charge_RESP-atom0,descriptor__charge_RESP-atom1,descriptor__charge_SCPA-atom0,descriptor__charge_SCPA-atom1,descriptor__dipole,descriptor__dipole-atom0,descriptor__dipole-atom1,descriptor__energy_index-atom0,descriptor__energy_index-atom1,descriptor__f(n2),descriptor__icp_atom0,descriptor__icp_atom1,descriptor__lattice_energy,descriptor__max_ESP,descriptor__max_ESP_atom0,descriptor__max_ESP_atom1,descriptor__min_ESP,descriptor__min_ESP_atom0,descriptor__min_ESP_atom1,descriptor__nD,descriptor__nu_atom0,descriptor__nu_atom1,descriptor__oxidation_state_LOBA-atom0,descriptor__oxidation_state_LOBA-atom1,descriptor__r+_in_crystal,descriptor__r+_thermo,descriptor__r-_thermo,descriptor__total_ESP-atom0,descriptor__total_ESP-atom1,descriptor__vari_ALIE,descriptor__vari_ESP_atom0,descriptor__vari_ESP_atom1,descriptor__vari_LEA,descriptor__vari_LEAE,descriptor__vari_n_ESP,descriptor__vari_o_ESP,descriptor__vari_p_ESP,descriptor__z+,descriptor__z-,descriptor__z/r_+,descriptor__z/r_-,descriptor__α,descriptor__β,descriptor__δ,descriptor__δd,descriptor__δh,descriptor__δp,descriptor__ε0,descriptor__π*
Solvent,categorical,CCl4,,,,,A,true,collaborator:solvent_desc,,,,0.09,8.6,0.34,,,,,,,,,,,,,,,,,,,,,0.82,0,0.1,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.04,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,,,,,,,,,1.4601,,,,,,,,,,,,,,,,,,,,,,0,0.1,8.7,8.7,0.29,0,2.24,0.28
Solvent,categorical,THF,,,,,A,true,collaborator:solvent_desc,,,,0.17,8,0.67,,,,,,,,,,,,,,,,,,,,,0.75,20,0.47,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.59,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197,,,,,,,,,,1.4072,,,,,,,,,,,,,,,,,,,,,,0,0.55,9.51,8.21,3.91,2.79,7.58,0.58
Solvent,categorical,Toluene,,,,,A,true,collaborator:solvent_desc,,,,0.13,1.8,0.54,,,,,,,,,,,,,,,,,,,,,0.86,0.1,0.2,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,,,,,,,,,,1.4969,,,,,,,,,,,,,,,,,,,,,,0,0.11,8.88,8.8,0.98,0.68,2.38,0.54
TEMPO derivative,categorical,2,,,,,A,true,collaborator:tempo_desc,1677.654861,13.466685,1.179473,,,,0.001407,-0.120302,0.2781,0.0187,0.2331,0.0206,0.2556,0.0196,0.0449,-0.0019,0.17876,0.01201,0.9285,0.08196,0.9078,0.061,0.7612,0.0672,0.8345,0.0641,,,,,7.441007415661085,-0.8938156034617826,0.306299,3.264784,0.023625,0.00157557,0.2034205,25.32,31.85446,0.02225,-0.2191895,-0.2251,0.0248,7.17,0.09759,0.84962,-0.015769,0.0,0.36126992,0.00040676,9.186842,4.070566,732.59888,6.418,9.017,0.8843,1550.551,7.882,0.120302,0.0007822,0.146351,1.1927,0.9079,0.8385,1.1015,,,,-0.032847,0.273452,0.00093527,221.43734,510.96338,0.42166372,-32.10987,-0.5224,-0.0014497,-0.9448038,-0.01743388,0.00273435,0.0114747,3.469178994539116,0.08241691,-0.2831497148,0.0799006732,-0.6417335352,0.0780193865,0.0748464947,-0.2237384065,-0.2054222907,0.081798231,-0.2237384065,0.0261434132,0.0748464947,-0.2237384065,-0.4510964013,0.1044478103,-0.4030195336,0.0971920404,0.0748464947,-0.2237384065,-1.0336643135,0.2678749688,1.206432,0.502183,0.199819,-0.514046,-0.464305,,3.285651,3.87692,,0.02748,-15.27204818,17.24376784,-0.058102,-36.45964272,-1.79162313,,0.0,0.007762,-1.0,1.0,,,,962.2859099,982.4351654,0.00046954,17.36139,0.16057,1.6e-05,0.024893,0.00038762,0.00042625,3.863e-05,,,,,,,,,,,,
TEMPO derivative,categorical,3,,,,,A,true,collaborator:tempo_desc,1931.296279,13.421564,1.267309,,,,0.003078,-0.126622,0.2832,0.034,0.2327,0.0339,0.2579,0.034,0.0505,0.0,0.20134,0.02417,0.88358,0.12892,0.923,0.1108,0.7583,0.1106,0.8406,0.1107,,,,,7.620140612530461,-0.7289956469919079,0.306823,3.259205,0.026128,0.00585548,0.2013165,25.26,31.72688,0.04949,-0.225886,-0.2226,0.0302,7.96,0.20648,0.65723,-0.0245695,0.0,0.4377682,0.00320459,9.218878,4.104565,752.74097,6.275,8.997,0.8839,1613.89849,7.85,0.126622,0.00283081,0.139566,1.2172,1.0013,0.8215,0.9987,,,,-0.02679,0.280033,0.0024341,191.98842,560.56173,0.42694927,-28.78969,0.0,-0.0015376,-0.9730638,-0.02472505,0.00347212,0.01312945,3.793155113451487,0.1505209,-0.2810439043,0.1029074156,-0.6323622147,0.0170930561,0.0729534412,-0.2209233964,-0.2026712551,0.0848804456,-0.2209233964,0.0314137052,0.0729534412,-0.2209233964,-0.4577734006,0.1191572203,-0.4025371196,0.102561538,0.0729534412,-0.2209233964,-0.8324999771,0.3037502288,0.530366,0.501386,0.203456,-0.521082,-0.463934,,3.457775,3.545807,,0.057593,-11.98032302,14.52953758,-0.053219,-33.39518315,0.10250344,,0.0,0.0,-1.0,1.0,,,,961.4119536,983.4029746,0.000685,19.14476,0.0,1.9e-05,0.028367,0.00030534,0.00037446,6.912e-05,,,,,,,,,,,,
TEMPO derivative,categorical,4,,,,,A,true,collaborator:tempo_desc,1931.198438,13.315701,10.189659,,,,0.174057,-0.125004,0.2595,0.0126,0.2326,0.0143,0.2461,0.0134,0.0268,-0.0017,0.18024,0.00876,0.89489,0.0549,0.8478,0.0412,0.7602,0.0466,0.804,0.0439,,,,,7.56552716484606,-0.7624385604003221,0.306045,3.267493,0.025529,0.1129929,0.180056,26.41,31.80668,3.96176,-0.228666,-0.2276,0.0666,8.88,0.00528,10.11038,-0.04861,5.44e-06,0.53116243,0.04902499,9.36903,4.207982,755.61168,6.57,8.883,0.8661,1574.25567,8.435,0.125004,-0.08491592,0.141356,1.1153,0.8832,0.8967,1.1323,,,,-0.028018,0.278027,0.16566086,188.92209,566.48865,0.43240737,-26.65861,0.0,-0.0038913,-0.9682858,-0.02954764,0.00474061,0.01617563,2.372858056825946,0.15637475,-0.3039077351,0.0434517517,-0.5976471948,0.2804223983,0.0741875811,-0.2266094332,-0.205963182,0.0899694421,-0.2266094332,0.0627404693,0.0741875811,-0.2266094332,-0.4552747275,0.1826885262,-0.4020199589,0.1174891665,0.0741875811,-0.2266094332,-0.7619235475,-0.6010311375,0.085271,0.481789,0.226296,-0.524918,-0.552334,,3.844029,0.0,,0.036244,-5.36400083,0.0,-0.05257,-31.54236861,0.0,,0.0,0.0,-1.0,4.0,,,,961.8453136,965.3039823,0.00057278,24.06633,0.0,4.1e-05,0.025345,0.00027862,0.00034569,6.707e-05,,,,,,,,,,,,
TEMPO derivative,categorical,5,,,,,A,true,collaborator:tempo_desc,7537.4183,13.426588,1.129613,,,,0.001331,-0.133463,0.1919,0.0107,0.2166,0.0186,0.2043,0.0146,-0.0246,-0.0078,0.16287,0.0091,0.82693,0.07084,0.672,0.0376,0.7583,0.065,0.7151,0.0513,,,,,7.51766216510227,-0.254209680262829,0.28561,3.501281,0.031183,0.00148066,0.163902,25.35,31.98855,0.02542,-0.2251825,-0.2215,0.0284,10.47,0.00145,0.00139,-0.0612805,0.0,0.36989381,0.00038627,16.301553,3.819537,1138.86456,7.357,14.143,0.7706,2444.54446,8.89,0.133463,0.00088396,0.140319,0.8863,0.5784,1.1283,1.729,,,,-0.009342,0.276268,0.00091085,389.85217,748.76398,0.42239264,-29.79941,-2.26642,-0.0052279,-0.9613908,-0.01656448,0.00225028,0.0120464,3.477376819098741,0.14714638,-0.2779119277,0.0861726145,-0.6344558158,0.0918637577,0.0738370103,-0.2200791697,-0.2015114275,0.0855162259,-0.2200791697,0.0296497716,0.0738370103,-0.2200791697,-0.4594414586,0.1075843044,-0.3989548821,0.1031682228,0.0738370103,-0.2200791697,-0.7644031931,0.3173852767,1.369118,0.498668,0.190605,-0.520184,-0.466966,,3.375856,4.065266,,0.030559,-12.05946196,16.64652822,-0.054667,-34.30426578,-7.87691191,,0.0,0.081179,-1.0,1.0,,,,958.0829383,976.7402894,0.00102506,18.2306,1.89612,7e-05,0.024596,0.00028039,0.00034165,6.125e-05,,,,,,,,,,,,
TEMPO derivative,categorical,6,,,,,A,true,collaborator:tempo_desc,2541.223124,13.448189,1.112028,,,,0.014978,-0.123392,0.2776,0.0151,0.2326,0.0148,0.2551,0.0149,0.045,0.0003,0.18881,0.01026,0.90658,0.05777,0.9115,0.0495,0.7637,0.0487,0.8376,0.0491,,,,,7.500845468208622,-0.7855138985332084,0.304517,3.283887,0.024999,0.02975015,0.2046235,25.55,32.0703,0.03108,-0.222626,-0.2234,0.031,8.23,0.21935,0.161,-0.018002499999999998,8.29e-06,0.38780433,0.02087729,11.416483,4.241137,838.3614,6.507,10.08,0.8481,1782.81395,8.922,0.123392,0.02570965,0.143252,1.1934,1.0174,0.8379,0.9829,,,,-0.028867,0.27565,0.01402782,234.01545,604.13691,0.42388193,-30.75212,-7.73583,-0.0013202,-0.9581545,-0.02031984,0.00290479,0.01190096,2.505482909598888,0.12200434,-0.2813683934,0.0870542419,-0.6421708471,0.134980062,0.0746791629,-0.2218659811,-0.2034476129,0.0900519898,-0.2218659811,0.0312066179,0.0746791629,-0.2218659811,-0.4611670845,0.1724856358,-0.4014656479,0.1379911797,0.0746791629,-0.2218659811,-0.7975166775,0.3744994475,1.120424,0.500948,0.18276,-0.517623,-0.453248,,3.316956,6.37398,,0.031087,-13.17705436,1.84666426,-0.0561,-35.20332391,-31.68992016,,0.0,0.003852,-1.0,1.0,,,,960.8929548,982.2430778,0.00061258,17.53828,69.71287,1.5e-05,0.030972,0.00032788,0.00038224,5.437e-05,,,,,,,,,,,,
TEMPO derivative,categorical,7,,,,,A,true,collaborator:tempo_desc,2053.593661,13.45594,1.169334,,,,0.001428,-0.121684,0.2763,0.0183,0.2263,0.0195,0.2513,0.0189,0.0499,-0.0012,0.18277,0.01211,0.8924,0.07705,0.9072,0.0601,0.7432,0.0642,0.8252,0.0621,,,,,7.454776426387407,-0.8323720733813839,0.304546,3.283573,0.02431,0.00153611,0.20322099999999998,25.28,31.85726,0.02917,-0.221338,-0.2245,0.0251,8.08,0.05487,0.86891,-0.018117,0.0,0.42774201,0.0003515,9.537478,4.006435,780.36528,6.518,8.739,0.8708,1665.57154,9.009,0.121684,0.00068431,0.144887,1.2206,0.9365,0.8192,1.0678,,,,-0.030589,0.273957,0.00093397,236.63507,543.53139,0.41934856,-31.17701,-0.26644,-0.0014088,-0.9766317,-0.02046649,0.0033037,0.01365243,3.4638634164542275,0.17013794,-0.2817749014,0.0805236669,-0.6439804286,0.0818808487,0.0745053077,-0.2227855599,-0.2043843755,0.0822576927,-0.2227855599,0.0265447193,0.0745053077,-0.2227855599,-0.4543690808,0.1016569546,-0.4023691972,0.0987828517,0.0745053077,-0.2227855599,-0.9533379056,0.2879258947,1.063262,0.50129,0.197882,-0.516271,-0.467217,,3.335379,3.96516,,0.045124,-14.05558492,18.02530305,-0.056758,-35.61598222,-0.90975519,,0.0,0.001964,-1.0,1.0,,,,961.5515039,981.4576867,0.00109196,17.80984,0.04231,1.6e-05,0.027249,0.00036249,0.00046318,0.0001007,,,,,,,,,,,,
TEMPO derivative,categorical,8,,,,,A,true,collaborator:tempo_desc,3656.415659,13.427451,1.239223,,,,0.001771,-0.120101,0.2747,0.0338,0.2174,0.0325,0.2461,0.0331,0.0573,0.0013,0.17903,0.02202,0.8607,0.1287,0.9122,0.1122,0.7219,0.1079,0.8171,0.1101,,,,,7.365522760013907,-0.8292699642438,0.301152,3.320587,0.023948,0.00459516,0.1990075,26.3,31.82123,0.12588,-0.22171649999999998,-0.2238,0.032,12.9,0.02038,0.03921,-0.022709,0.0,0.53225693,0.00275664,12.907716,4.109027,932.85941,6.661,11.019,0.82,1989.21272,8.713,0.120101,0.00099396,0.145497,1.2637,1.0392,0.7913,0.9622,,,,-0.030475,0.270677,0.00201089,313.49134,619.12661,0.42612184,-30.66726,-4.12057,-0.0010081,-0.9666359,-0.02430328,0.00322141,0.01715839,3.824933407123886,0.19417961,-0.2847119951,0.1046549049,-0.6409370325,0.0332320683,0.075369668,-0.2222301363,-0.2037739078,0.0872175536,-0.2222301363,0.0336937964,0.075369668,-0.2222301363,-0.477248756,0.1079938302,-0.4074902424,0.1033687036,0.075369668,-0.2222301363,-0.7282310561,0.3211294389,2.059444,0.497999,0.200529,-0.517939,-0.456086,,3.547764,4.549039,,0.072477,-12.95676312,10.14802715,-0.065772,-35.39180897,-13.71805934,,0.0,0.249996,-1.0,1.0,,,,959.7884087,980.9447891,0.00080552,20.47814,7.95896,1e-05,0.028584,0.00044025,0.00059795,0.0001577,,,,,,,,,,,,
M(NO3)3,categorical,Fe(NO3)3.9H2O,,,,,A,true,stage_a_template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Component ratio,categorical,5/5/10,,,,,A,true,stage_a_template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Component ratio,categorical,6/5/10,,,,,A,true,stage_a_template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solvent volume,categorical,3 mL,,,,,A,true,stage_a_template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solvent volume,categorical,4 mL,,,,,A,true,stage_a_template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature,categorical,25 C,,,,,A,true,stage_a_template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature,categorical,50 C,,,,,A,true,stage_a_template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
